Company Name,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Determine Research Guidelines,Qualify Account,Prerequisite: Research Target Company
Barański Drzwi,Barański Drzwi,Cold,,14,retail,bartosz.kosiba@kreativia.pl,http://www.baranskidrzwi.pl,http://www.linkedin.com/company/baranski-drzwi,,,54 Babiety Wielkie,Susz,Warmian-Masurian Voivodeship,Poland,14-240,"54 Babiety Wielkie, Susz, Warmian-Masurian Voivodeship, Poland, 14-240","retail art supplies, drzwi z dostawkami, drzwi z szybą przezroczystą, drzwi nowoczesne, drzwi przesuwne, polskie drzwi, accessories, drzwi premium, home improvement, drzwi zewnętrzne, drzwi lakierowane, construction, drzwi szklane, interior design, drzwi designerskie, drzwi techniczne, drzwi drewniane, projekty indywidualne, montaż drzwi, drzwi przeciwwłamaniowe, e-commerce, b2b, manufacturing, drzwi energooszczędne, drzwi z szybą, certyfikaty ue, drzwi antywłamaniowe, distribution, drzwi na zamówienie, drzwi antypożarowe, wholesale trade, drzwi z certyfikatami, dostawa drzwi, drzwi rustykalne, drzwi akustyczne, drzwi z szybą matową, drzwi z unikalnym wykończeniem, drzwi wewnętrzne, certyfikaty jakości, drzwi okleinowane, drzwi klasyczne, materiały naturalne, drzwi na wymiar, drzwi z ozdobnym frezem, drewno wysokiej jakości, drzwi z lustrem, ornamental and architectural metal products manufacturing, drzwi z naturalnego drewna, consumer internet, consumers, internet, information technology & services, mechanical or industrial engineering",+48 55 278 05 40,"Outlook, Microsoft Office 365, Facebook Login (Connect), Google Maps, Bootstrap Framework, Hotjar, Vimeo, Apache, Google Tag Manager, Shutterstock, Google Analytics, Facebook Custom Audiences, Facebook Widget, Google Font API, Nginx, Mobile Friendly, Ubuntu, Domo, Render",,,,,,,69106e0eb504cb00017bfefc,1751,33232,"W ""Barański Drzwi"" oferujemy drewniane drzwi wewnętrzne i zewnętrzne, wyróżniające się harmonijnym połączeniem eleganckiego designu z najwyższą precyzją i jakością wykonania. Wśród tworzonych kolekcji dostępne są zarówno aranżacje klasyczne, jak i te zaprojektowane w duchu nowoczesnego minimalizmu. W realizowanych projektach wychodzimy także poza sztywne ramy katalogów, a nasi mistrzowie produkcji urzeczywistniają najbardziej oryginalne projekty klientów. Produkty firmy można nabyć w dedykowanych salonach w Polsce oraz poza jej granicami.",1991,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ff9655b853ad0001feeeb7/picture,,,,,,,,
Suwałki Plaza,Suwałki Plaza,Cold,,1,retail,bartosz.kosiba@kreativia.pl,http://www.suwalkiplaza.com.pl,http://www.linkedin.com/company/suwalki-plaza,https://www.facebook.com/suwalkiplaza/,,15 ulica gen. Jozefa Dwernickiego,Suwalki,Podlaskie Voivodeship,Poland,16-400,"15 ulica gen. Jozefa Dwernickiego, Suwalki, Podlaskie Voivodeship, Poland, 16-400","consumer electronics, food truck festivals, retail, customer service, events, b2c, gift cards, shopping promotions, entertainment, customer experience, retail stores, shopping center, promotions, loyalty card, shopping mall, loyalty program, amenities, chess tournaments, online shopping, fantasy exhibition, accessibility, services, family events, fashion, exhibitions, food festivals, consumer products & retail, consumers, hardware, e-commerce, consumer internet, internet, information technology & services",,"Outlook, Microsoft Office 365, Mobile Friendly, Facebook Custom Audiences, Facebook Widget, Bootstrap Framework, Facebook Login (Connect), Google translate widget, Google translate API, WordPress.org, Google Analytics, Google Font API, Google Tag Manager, Apache",,,,,,,69106e10b504cb00017c01fe,,,W naszym Centrum swoje artykuły i usługi oferuje ponad 50 marek. Oprócz sklepów nasi klienci mogą skorzystać z rozrywek oferowanych przez MK Bowling  & Komos oraz kino Cinema Lumiere lub skorzystać z oferty punktów gastronomicznych znajdujących się w obiekcie.,2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67153676a417560001ff7123/picture,,,,,,,,
REMOS,REMOS,Cold,,23,retail,bartosz.kosiba@kreativia.pl,http://www.remos.pl,http://www.linkedin.com/company/remos-s-c,https://www.facebook.com/remosexclusivedoors,,14 ulica Braniborska,Wroclaw,Wojewodztwo dolnoslaskie,Poland,53-680,"14 ulica Braniborska, Wroclaw, Wojewodztwo dolnoslaskie, Poland, 53-680","zabudowy drzwiowe, drzwi zewnetrzne, zabudowy panelowe, stolarka otworowa, szklo lcd, parkiet, drzwi, deska, okna, montaz, wykonczenia wnetrz, drzwi przesuwne, barausse, automatyka, drzwi szklane, creadoor, podlogi, bramy, klamki, drzwi ukryte, garderoby, panele scienne, drzwi wewnetrzne, glass panels, home improvement, project management, sliding doors, door manufacturing, exterior design, door installation services, door customization, door accessories, interior doors, b2c, online shopping, services, professional installation, building materials, wood kitchen cabinet and countertop manufacturing, d2c, door handle customization, door design, retail, wooden furniture, door locks, door lock systems, door hinges, consulting, wooden built-in wardrobes, interior decor, door hardware, door installation, precision measurement, door frame design, wooden built-in furniture, classic doors, door handles, wooden stairs, e-commerce, modern doors, door safety, construction & real estate, government, retail & consumer goods, custom doors, wooden construction, home renovation, manufacturing, interior design, hidden doors, b2b, wooden staircase, showroom experience, exterior doors, construction, custom finishes, custom furniture, glass and aluminum doors, distribution, consumer_products_retail, construction_real_estate, productivity, consumer internet, consumers, internet, information technology & services, mechanical or industrial engineering",+48 53 150 00 77,"Google Tag Manager, Bootstrap Framework, Google Analytics, Apache, Facebook Login (Connect), Facebook Custom Audiences, Facebook Widget, reCAPTCHA, Hotjar, Mobile Friendly, WordPress.org, Woo Commerce",,,,,,,69106e10b504cb00017c0209,1751,33711,"Szeroka gama stolarki otworowej wraz z akcesoriami dla domu i biura firmy REMOS, to idealne rozwiązanie dla wszystkich Klientów wymagających połączenia nowoczesności i niezawodności. Jako doświadczony dystrybutor działamy kompleksowo, oferując sprzedaż, montaż oraz pobieranie wymiarów i kompleksowe doradztwo w zakresie wyboru produktów. W ofercie naszego przedsiębiorstwa znajdziecie Państwo ekskluzywne drzwi wewnętrzne i zewnętrzne. Proponujemy również trwałe podłogi drewniane i laminowane, a także energooszczędne okna PCV, stylowe okna drewniane i oryginalne modele dachowe zaprojektowane zgodnie z najnowszymi technologiami. W asortymencie naszej firmy znajdują się także bramy garażowe i automatyka. Ponadto udostępniamy rolety zewnętrzne. W zakres naszych usług wchodzi też stolarka przeciwpożarowa, techniczna i antywłamaniowa. W REMOS wiemy, co będzie najlepsze dla Twojego domu, firmy czy biura. Tutaj znajdziecie Państwo nowoczesne drzwi szklane, przesuwne, wewnętrzne lub wejściowe. Stolarka dostępna w naszych salonach firmowych we Wrocławiu odmieni każde wnętrze, dodając mu nowoczesnego charakteru.",1987,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66fbc38505346d0001bf5aa2/picture,,,,,,,,
Kari Mobili Sp. z o. o.,Kari Mobili Sp. z o. o,Cold,,1,retail,bartosz.kosiba@kreativia.pl,http://www.kari-mobili.pl,http://www.linkedin.com/company/kari-mobili-sp-z-o-o,https://www.facebook.com/KariMobili/,,93 ulica Syta,Warszawa,woj. mazowieckie,Poland,02-989,"93 ulica Syta, Warszawa, woj. mazowieckie, Poland, 02-989","wardrobes, distribution, interior accessories, design consultation, high-quality materials, home decor, b2b, high-end materials, logistics, construction & real estate, interior architecture, project management, private clients, luxury outdoor spaces, luxury interior furnishings, retail, bespoke furniture, professional installation, craftsmanship, custom kitchens, innovation, project coordination, outlet products, services, manufacturing, commercial projects, interior project support, modern interior design, outdoor furniture, consulting, doors, luxury furniture brands, installation, modern design, interior space optimization, interior furnishings, interior design, product sourcing, custom measurements, made in italy, sustainable materials, luxury furniture, sustainable sourcing, interior design consulting, luxury brand collaboration, rimadesio academy, training programs, italian brands, interior project management, architect support, custom furniture, refined materials, b2c, consumer_products_&_retail, transportation_&_logistics, construction_&_real_estate, architecture & planning, productivity, mechanical or industrial engineering",,"Outlook, Bootstrap Framework, Google Font API, Google Maps, Facebook Login (Connect), Mobile Friendly, Facebook Widget, Apache, WordPress.org",,,,,,,69106e18b504cb00017c090b,5712,,"Od ponad dwudziestu lat reprezentujemy w Polsce najlepszy włoski design. Współpracujemy blisko z markami światowego formatu jak Rimadesio, Porro, Living Divani, Arclinea, Agape stawiając na jakość premium. Przeprowadzamy klienta przez wszystkie etapy projektu. Zaczynając od precyzyjnych pomiarów, i doradztwa w zakresie optymalnego wyboru drzwi, zabudów, mebli do kuchni, garderoby, łazienki i pozostałych przestrzeni we wnętrzu. Gwarantujemy profesjonalny projekt, a także całą operację logistyczną od złożenia i monitoringu zamówień, przez transport po montaż. Na każdym etapie jesteśmy zaangażowani w projekt, a zadania, których sami nie realizujemy, powierzamy naszym sprawdzonym podwykonawcom. Dzięki wieloletniej obecności na rynku i licznym, dobrym relacjom z różnymi producentami i dostawcami, jesteśmy gotowi kompleksowo zająć się każdą wymagającą realizacją. W ten sposób tworzymy wnętrza pod klucz, których spójną estetykę dyktuje indywidualny gust i potrzeby każdego klienta. Oferujemy nasze doświadczenie, materiały i wiedzę zdobywaną przez lata, także jako wsparcie dla architektów tworzących unikatowe przestrzenie dla najbardziej wymagających inwestorów.",1996,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66eeb3da431f4100019ed67d/picture,,,,,,,,
OBI Polska,OBI Polska,Cold,,510,retail,bartosz.kosiba@kreativia.pl,,http://www.linkedin.com/company/obi-polska,,,102 aleja Krakowska,Warszawa,woj. mazowieckie,Poland,02-256,"102 aleja Krakowska, Warszawa, woj. mazowieckie, Poland, 02-256",,+48 56 669 50 00,,,,,,,,69106e1ab504cb00017c0b8c,,,"OBI Polska is the Polish branch of the international home improvement and DIY retail company OBI, which has a 50-year history in the industry. With 59 stores in 41 Polish cities, OBI Polska is a prominent player in the local building materials and home improvement market. The company is dedicated to helping customers design, build, and furnish their ideal living spaces, emphasizing the importance of home as a place of family and comfort.

OBI Polska offers a wide range of products, including building materials, tools, garden supplies, and decorative accessories. Customers can choose from over 2,000 paint colors and benefit from services like paint mixing, wood cutting, tool rental, and delivery of bulky items. The company also provides an online platform for browsing, reserving, and ordering products, enhancing the shopping experience. With a focus on customer support, experienced staff assist in product selection and project planning, catering to individual consumers, hobbyists, and professionals alike.",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6909bab6c83c390001696c62/picture,,,,,,,,
Merkury Market,Merkury Market,Cold,,120,retail,bartosz.kosiba@kreativia.pl,http://www.merkurymarket.pl,http://www.linkedin.com/company/merkury-market,https://www.facebook.com/MerkuryMarketPolska,https://twitter.com/merkurymarketpl,33 ulica Bieszczadzka,,Podkarpackie Voivodeship,Poland,38-400,"33 ulica Bieszczadzka, Podkarpackie Voivodeship, Poland, 38-400","sklep internetowy, renovation, lighting, home centers, dostawa i montaż, air purifiers, architectural design, custom furniture, consulting, garden design, wooden doors, laminate flooring, energy solutions, tools, architectural elements, interior finishing, diy supplies, decorative stones, smart home accessories, professional advice, energy storage, air conditioning, electric heating, materiały wykończeniowe, solar panels, garden furniture, insulation materials, services, płytki ceramiczne, meble kuchenne, tile installation, systemy wentylacyjne, construction, meble do salonu, materiały budowlane, home decor, outdoor structures, dekoracje wnętrz, budowlany sklep, wykończenie łazienek, landscaping, narzędzia budowlane, garden irrigation, architektura ogrodowa, panel podłogowy, garden tools, remodeling, plumbing supplies, materiały izolacyjne, furniture accessories, akcesoria meblowe, meble do biura, furniture, sieć sklepów, construction supplies, meble dziecięce, retail, instalacje hydrauliczne, ogrodniczy sklep, meble do domu, systemy grzewcze, energy efficiency, profesjonalne doradztwo, heating systems, plumbing, konkurencyjne ceny, d2c, ventilation systems, garden plants, wyposażenie wnętrz, oświetlenie, garden equipment, meblowy sklep, paints and coatings, home improvement, outdoor lighting, interior design, hardware, b2c, e-commerce, b2b, farby i lakiery, doors, home renovation, furniture assembly, meble sypialniane, garden accessories, ceramic tiles, renovation materials, drzwi wewnętrzne, flooring, technika instalacyjna, building materials, textiles, waterproof panels, wykończenie kuchni, meble ogrodowe, distribution, oil & energy, hvac, environmental services, renewables & environment, consumer internet, consumers, internet, information technology & services",+48 13 433 03 65,"CloudFlare CDN, CloudFlare Hosting, Adobe Media Optimizer, DoubleClick, Mobile Friendly, Facebook Widget, Google Dynamic Remarketing, TrustedShops, Facebook Login (Connect), DoubleClick Conversion, Vimeo, Google Play, YouTube, Google Analytics, Cedexis Radar, Google Font API, reCAPTCHA, Google Tag Manager, Criteo, Amadesa, Facebook Custom Audiences",,,,,,,69106e1db504cb00017c0d5d,5211,44411,"Merkury Market is a Polish company based in Krosno, Podkarpackie, established in 2013. It operates in the general merchandise retail sector, specializing in the distribution and sale of interior furnishings and building materials. The company employs over 500 people and offers an extensive product range of more than 55,000 items, including ceramic tiles, woodwork, furniture, lighting equipment, and various household goods.

Merkury Market serves a diverse customer base, including individual consumers, contractors, and wholesale buyers. The company collaborates with leading manufacturers to provide a wide selection of quality products. With a commitment to competitive pricing, reflected in its slogan, ""Remontuj i urządzaj taniej!"" (""Renovate and furnish cheaper!""), Merkury Market is focused on expanding its retail presence by opening new stores to enhance accessibility for customers in southern Poland.",1991,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/690dbec0b429f50001a3a565/picture,,,,,,,,
MP Tent,MP Tent,Cold,,3,retail,bartosz.kosiba@kreativia.pl,http://www.mptent.com,http://www.linkedin.com/company/mp-tent,,,19 ulica Strzelecka,Lesna,Lower Silesian Voivodeship,Poland,59-814,"19 ulica Strzelecka, Lesna, Lower Silesian Voivodeship, Poland, 59-814","custom printed tents, durable materials, transport services, promotional pop-up tents, trade show tents, accessories, quick-dismantle tents, industrial storage tents, event tents with printing, storage solutions, modular event structures, warehouse tents, modular tents, multi-use tents, professional setup, event branding tents, easy transport, uv protection, quick assembly tents, quick assembly, color options, promotional displays, ornamental and architectural metal products manufacturing, uv resistant fabrics, trade show equipment & supplies, custom colors, weather-resistant fabrics, event equipment, custom printing, rentals, event marketing, storage tents, durable tents, industrial tents, wedding tents, promotional tents, sales, express tents, b2b, advertising tents, event planning & services, tents for exhibitions, steel frame, quick installation, industrial use tents, custom color tents, event tents, weatherproof materials, manufacturing, services, steel construction, fast setup, event infrastructure, pvc tarpaulin, weatherproof tents, industrial equipment & supplies, trade tents, uv resistant tarpaulin, double-layer fabric, tents, high-quality tents, event marketing tents, steel pipes, flexible configurations, retail, weather protection, customizable options, e-commerce, trade, event, industrial, customization, weatherproof, quick setup, storage, promotional, marketing & advertising, events, events services, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+48 69 014 72 53,"Drupal, Mobile Friendly, Facebook Login (Connect), Facebook Custom Audiences, reCAPTCHA, Nginx, Google Tag Manager, Facebook Widget, Bootstrap Framework, Google Font API, Circle",,,,,,,69106e21b504cb00017c10d9,2399,33232,"Od ponad 16 lat pomagamy naszym klientom wyróżnić się na eventach, oferując sprzedaż i wynajem namiotów: imprezowych, ekspresowych, reklamowych, handlowych. Wspieramy również rozwój organizacji i firm poprzez dostarczanie wysokiej jakości namiotów magazynowych i przemysłowych pod inwestycje i nowe projekty. Zapewniamy profesjonalne doradztwo, pomoc na każdym etapie zamówienia oraz ofertę dopasowaną do autentycznych potrzeb.",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/670c70d4556e6c000104cc03/picture,,,,,,,,
Artowisko,Artowisko,Cold,,1,retail,bartosz.kosiba@kreativia.pl,http://www.artowisko.pl,http://www.linkedin.com/company/artowisko,https://www.facebook.com/artowisko/,,,Warszawa,woj. mazowieckie,Poland,02-691,"Warszawa, woj. mazowieckie, Poland, 02-691","warsztaty dla firm, wydarzenia do 1000 osob, mindfulness, rozwijanie umiejetnosci, eventy, slowlife, integracja, dla pracownikow, rekodzielo, wydarzenia online, kampanie kreatywne, retail art supplies, education, services, kreatywne warsztaty, florystyka, relaks w naturze, artystyczna przygoda, warsztaty z zwierzętami, artystyczne zajęcia, warsztaty rękodzieła, warsztaty slow life, warsztaty z elementami relaksu, hipoterapia, b2c, obrazy z mchów, e-commerce, retail, linoryt, warsztaty artystyczne, diy zestawy, eventy firmowe, d2c, sesje zdjęciowe, b2b, independent artists, writers, and performers, slow life, arts and crafts, karty podarunkowe, malowanie na tkaninie, warsztaty z mchami, spotkania integracyjne, warsztaty firmowe, artbox, sesje zdjęciowe z koniami, warsztaty z konikami i zwierzętami, event planning, kreatywne warsztaty dla firm, distribution, consumer internet, consumers, internet, information technology & services, arts & crafts, events services",+48 69 544 12 65,"WordPress.org, Woo Commerce, Google Tag Manager, Facebook Custom Audiences, Mobile Friendly, YouTube, Google Font API, Facebook Login (Connect), Facebook Widget",,,,,,,69106e22b504cb00017c1202,8999,71151,"Artowisko to sztuka spędzania czasu. To warsztaty kreatywne w całej Polsce – stacjonarne i online. Pomysł na spotkanie prywatne i biznesowe w duchu slow life (imprezę integracyjną, tematyczną, świąteczną, dla pracowników, klientów, dla mediów i influencerów). 

To także gotowe kreatywne zestawy DIY z dołączoną instrukcją wideo w wersji HD - unikalny i piękny pomysł na prezent dla kontrahentów, pracowników, bliskich #zróbcośładnego #warsztatykreatywne #DIY",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f0ca43e47134000189286e/picture,,,,,,,,
Room99,Room99,Cold,,13,retail,bartosz.kosiba@kreativia.pl,http://www.room99.pl,http://www.linkedin.com/company/room99pl,https://www.facebook.com/Room99pl/,,120 ulica Buforowa,,Lower Silesian Voivodeship,Poland,52-116,"120 ulica Buforowa, Lower Silesian Voivodeship, Poland, 52-116","custom curtains, decorative pillows, interior design, room curtains, window coverings, fabric curtains, styling textiles, home decor, e-commerce, scandinavian curtains, home accessories, glamour curtains, fabric by size, window decoration, seasonal textiles, velvet curtains, curtain accessories, ready curtains, interior decoration, eco-friendly fabrics, cushions, outdoor curtains, mounting tapes, colorful curtains, darkening curtains, thermal curtains, bedroom curtains, modern curtains, tab top curtains, fabric drapes, floral curtains, luxury textiles, classic curtains, tablecloths, boho curtains, grommet curtains, drapes, minimalist curtains, tropical print curtains, boho style curtains, blackout curtains, home fragrances, decorative curtains, curtain panels, bed throws, home textiles, b2c, soundproof curtains, d2c, furniture and home furnishings, luxury velvet drapes, geometric curtains, table runners, fabric patterns, neutral curtains, trend colors, living room curtains, home decor textiles, retail, window dressings, kids room curtains, decorative fabrics, curtains, interior textiles, home furnishings, consumer internet, consumers, internet, information technology & services",,"Gmail, Google Apps, Bing Ads, Mobile Friendly, Google Tag Manager, Smartsupp, Render, AI",,,,,,,69106e29b504cb00017c1927,2399,,"ROOM99 to miejsce w którym miłość do pięknych wnętrz staje się najdoskonalszą formą wyrazu. Od 2007 roku zajmujemy się dystrybucją tekstyliów domowych na rynku e-commerce i tworzymy artykuły wyposażenia wnętrz, które integrują się ze sobą stając się nośnikiem przepięknych, życiowych doświadczeń. Świeże spojrzenie, zamiłowanie do niekonwencjonalnych form, umiejętność projektowania oraz łączenia tkanin pozwoliły nam stworzyć asortyment wielokrotnie nagradzany w konkursach i plebiscytach, ceniony przez ekspertów branży wnętrzarskiej, blogerów oraz influencerów. Wszystko to nie byłoby możliwe bez unikalnej wizji życia, żywych emocji, długich rozmów i ludzi, którzy każdego dnia tworzą naszą historię.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68f2107ddf9e99000130d647/picture,,,,,,,,
9HORSES,9HORSES,Cold,,3,retail,bartosz.kosiba@kreativia.pl,http://www.9horses.pl,http://www.linkedin.com/company/9horses,https://www.facebook.com/sklep9horses/,,12 ulica Zwyciestwa,Bedzin,Silesian Voivodeship,Poland,42-500,"12 ulica Zwyciestwa, Bedzin, Silesian Voivodeship, Poland, 42-500","handmade toys, custom fabric horses, retail, custom horse pattern, hobby horse, personalized fabric horse, manufacturing, b2c, fabric horse toys, hobby horse for hippotherapy, regional toy sewing, personalized hobby horse, handmade fabric horse, regional toy producer, indoor riding toy, fabric horse customization, hobby horse for events, services, all other miscellaneous manufacturing, custom hobby horse with photo, indoor hobby horse, hobby horse sport, a3 and a4 sizes, e-commerce, d2c, sport hobby horse, toy accessories, hobby horse for competitions, fabric horse with accessories, hobby horse for children, b2b, polish toy manufacturer, regional sewing studio, hobby horse with photo design, custom horse design, customer service, custom hobby horse, horse-themed gifts, consumer products & retail, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+48 53 385 21 38,"Apache, Bootstrap Framework, Mobile Friendly",,,,,,,69106e30b504cb00017c1f1c,2399,33999,"Polish manufacturer of Hobby Horse toys. 
The sewing room designs and sews, according to its own pattern, toys made of fabric, horses - Hobby Horse.
We are in Zawiercie and Będzin, Silesian Voivodeship, Poland.
We also sew to order of an individual customer.
We can also sell to foreign customers' orders. 
We are looking for partners for cooperation. Mainly institutional ones in the European Union, but they can also be entities from other parts of the world.
Our horses can be a perfect gift, they are also handicrafts.",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6708a92fcfec05000119c973/picture,,,,,,,,
Boki Group,Boki Group,Cold,,10,retail,bartosz.kosiba@kreativia.pl,http://www.boki-group.com,http://www.linkedin.com/company/boki-group-ua,https://www.facebook.com/bokigroup,,,Warsaw,Masovian Voivodeship,Poland,,"Warsaw, Masovian Voivodeship, Poland","custom doors, european solutions, manufacturing, complex opening mechanisms, door supplier, quick delivery, ceramic wall panels, energy-saving wall panels, european production standards, hidden installation doors, services, customized doors, door and wall panel customization, installation services, door project support, loft-style glass doors, modern door styles, wall panels, door and panel quality, door manufacturing, customized door dimensions, door and wall panel catalog, wood kitchen cabinet and countertop manufacturing, door innovation, italian technology in doors, door materials, wall panel installation, interior design, b2b, product quality, soundproof wall panels, energy efficiency, sliding systems, wall panels with modern designs, construction, product warranty, exterior doors, door styles, wall panel styles, embossed wooden wall panels, advanced technologies, glass doors, sliding partitions, wall panel design, modern equipment, interior doors, loft doors, hidden doors, customer support, glass wall panels, door design, high-grade materials, affordable prices, wall panel materials, retail, high-quality doors, door installation, b2c, e-commerce, interior_design, wall_panels, doors, sliding_systems, wall_panels_materials, door_styles, wall_panels_styles, warranty_periods, technologies, materials, market, mechanical or industrial engineering, environmental services, renewables & environment, consumer internet, consumers, internet, information technology & services",+48 69 456 63 69,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, DoubleClick, Google Tag Manager, DoubleClick Conversion, Google Maps, WordPress.org, Facebook Login (Connect), Facebook Widget, Nginx, Mobile Friendly, Facebook Custom Audiences, Google Font API, reCAPTCHA, Google Dynamic Remarketing",,,,,,,69106e32b504cb00017c2167,1751,33711,"Współpracujemy z renomowanymi producentami, takimi jak Danapris Doors i Charm-Wood, aby zapewnić Państwu produkty najwyższej jakości i największy wybór. Nasza firma jest liderem na rynku drzwi, oferując różnorodne rozwiązania B2B w przystępnych cenach. Gotowi do współpracy i zapewnienia najlepszej obsługi🚪🤝",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67035a89fc68eb000147de36/picture,,,,,,,,
Kitchen Couture,Kitchen Couture,Cold,,2,retail,bartosz.kosiba@kreativia.pl,http://www.kitchencouture.pl,http://www.linkedin.com/company/kitchencouturepl,,,4 ulica Koscieszow,Warszawa,woj. mazowieckie,Poland,03-188,"4 ulica Koscieszow, Warszawa, woj. mazowieckie, Poland, 03-188","retail appliances, electrical, & electronic equipment, active kitchen showroom, tres sanitaryware, premium household appliances, consumer goods, retail, leading brands in appliances, distribution, antibacterial enamel, design and functionality, construction, blanco kitchen fixtures, eco-friendly appliances, asko scandinavian design, modern interior design, culinary dreams realization, interior design, falmec kitchen hoods, minimalist design, scandinavian design, blanco eco-conscious design, services, expert consultations, premium brands, falmec air purification, bathroom fixtures, household appliances, professional partnership, home design, asko reliability, interior design collaboration, expert advice, environmental protection, exhibition of household appliances, consulting, eco-friendly technology, real-condition demonstrations, catalano bathroom fixtures, active kitchen experience, high-quality materials, b2b, culinary equipment, durability, tres water-saving technology, ergonomic solutions, innovative ventilation technology, kitchen appliances, kitchen and bathroom renovation, catalano antibacterial ceramics, b2c, luxury kitchen and bath, consumers",,"Facebook Custom Audiences, Facebook Widget, Google Tag Manager, Yandex Metrica, Mobile Friendly, Facebook Login (Connect)",,,,,,,69106e3fb504cb00017c2f35,5074,,"Zapraszamy do naszego eleganckiego showroomu Kitchen Couture w Warszawie, gdzie spełniają się kulinarne marzenia. Oferujemy ekskluzywny sprzęt AGD od wiodących marek, takich jak ASKO, Falmec, Blanco, Tres, Catalano, Bruma i innych. Każda z tych marek jest synonimem niezawodności, trwałości oraz wyrafinowanego designu, inspirowanego skandynawskim minimalizmem i przyjaznością dla środowiska.

W naszym salonie możesz zobaczyć, jak te urządzenia pracują w rzeczywistych warunkach, co pozwoli Ci w pełni docenić ich funkcjonalność i estetykę. Nasi doświadczeni konsultanci, eksperci w dziedzinie AGD i techniki sanitarnej, z przyjemnością pomogą dobrać idealne rozwiązania, które podkreślą wyjątkowy charakter Twojego domu.

Odwiedź nas w Kitchen Couture i odkryj, jak luksusowe mogą być Twoje codzienne doświadczenia w kuchni.",2023,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/671617ab9e60300001ca9f72/picture,,,,,,,,
Zielono w biurze,Zielono w biurze,Cold,,1,retail,bartosz.kosiba@kreativia.pl,http://www.zielonowbiurze.pl,http://www.linkedin.com/company/zielono-w-biurze,,,1 ulica sw. Filipa,,Silesian Voivodeship,Poland,41-806,"1 ulica sw. Filipa, Silesian Voivodeship, Poland, 41-806","donice, oslony, architektura wnetrz, pielegnacja zieleni, dostawa roslin, meble specjalistyczne, florystyka, retail office equipment, zielony event, plant installation, zielone biuro, plant delivery, office decoration, plant health monitoring, plant consultancy, office plants, interior design, distribution, green architecture, zielona aranżacja, e-commerce, plant system automation, interior greenery, urban greenery solutions, green walls, plant care, air purification plants, vertical garden panels, integrated plant systems, zielone ogrody wertykalne, sztuczne rośliny, services, landscaping, custom interior greenery, plant maintenance, garden system garden spot, pielęgnacja roślin, dostawa roślin, rośliny do biura, event planning, b2b, zielone ściany, horticulture, landscaping services, office plant workshops, interior landscaping, construction, landscape design, eco-friendly plant solutions, decorative plants, facilities management, artificial plants, indoor plants, consulting, vertical gardens, commercial real estate, high-quality artificial greenery, projektowanie wnętrz, sustainable interior, consumer internet, consumers, internet, information technology & services, events services, farming, agriculture, facilities services, facility management",,"Varnish, Google Font API, Google Tag Manager, Apache, Shutterstock",,,,,,,69106e40b504cb00017c306c,1799,56173,"Pomagamy kompleksowo w aplikacji i rozmieszczaniu roślin w pomieszczeniach biurowych tych istniejących jak i w nowopowstających obiektach i budynkach

Poprzez współpracę z architektami wnętrz i w porozumieniu z ostatecznym użytkownikiem tworzymy zintegrowany i funkcjonalny plan rozmieszczenia zieleni w pomieszczeniach

Nasze konsultacje pomagają w doborze odpowiednich gatunków roślin w zależności od parametrów takich jak nasłonecznie, wilgotność, typ ogrzewania i klimatyzacji",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66de7d69d32574000168857d/picture,,,,,,,,
